stop_name,X,Y,Rail,System,Mode,Line,Region,State,Station_ID,City
Grossmont Transit Center,-117.01113942200,32.78171102300,1,San Diego MTS,LRT,"Green, Orange",San Diego,California,582,La Mesa
H Street Station,-117.09553068600,32.63004382900,1,San Diego MTS,LRT,Blue,San Diego,California,583,Chula Vista
H Street Station,-117.09552741200,32.63004110300,1,San Diego MTS,LRT,Blue,San Diego,California,584,Chula Vista
HALETHORPE MARC nb,-76.69119600000,39.23878000000,1,MARC,CR,Penn,Baltimore,Maryland,585,Arbutus
Hall/Nimbus WES Station,-122.78699700000,45.45758700000,1,Portland TriMet,CR,WES,Portland,Oregon,586,Beaverton
HAMBURG ST & LIGHT RAIL STAT sb,-76.62081000000,39.27764100000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,587,Baltimore
HAMILTON E HOLMES STATION,-84.46804100000,33.75462700000,1,MARTA,HRT,East-West,Atlanta,Georgia,588,Atlanta
HAMILTON STATION (0),-121.93616684000,37.29406405000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,589,Campbell
HAMILTON STATION (1),-121.93657642000,37.29369104000,1,VTA,LRT,Mountain View - Winchester,San Jose,California,590,Campbell
HAMPTON STATION,-96.85499600000,32.72644000000,1,DART,LRT,Blue,Dallas-Fort Worth,Texas,591,Dallas
Harborside Station,-117.13324120200,32.69141719200,1,San Diego MTS,LRT,Blue,San Diego,California,592,San Diego
Harborside Station,-117.13250712500,32.69114210100,1,San Diego MTS,LRT,Blue,San Diego,California,593,San Diego
Harvard Ave. Station,-71.13135500000,42.35024300000,1,MBTA,LRT,Green-B,Boston,Massachusetts,594,Boston
Harvard Square Station,-71.11895600000,42.37336200000,1,MBTA,HRT,Red,Boston,Massachusetts,595,Cambridge
HATCHER STATION,-96.74172000000,32.76634000000,1,DART,LRT,Green,Dallas-Fort Worth,Texas,596,Dallas
Hatfield Government Center MAX Station,-122.99102200000,45.52220400000,1,Portland TriMet,LRT,Blue,Portland,Oregon,597,Hillsboro
Hawes St. Station,-71.11114500000,42.34490600000,1,MBTA,LRT,Green-C,Boston,Massachusetts,598,Brookline
Hawthorn Farm MAX Station,-122.93112000000,45.52992100000,1,Portland TriMet,LRT,Blue,Portland,Oregon,599,Hillsboro
Hawthorn Farm MAX Station,-122.93038000000,45.53001200000,1,Portland TriMet,LRT,Blue,Portland,Oregon,600,Hillsboro
Haymarket Station,-71.05829000000,42.36302100000,1,MBTA,"LRT, HRT","Green-B, C, D, E; Orange",Boston,Massachusetts,601,Boston
Hayward,-122.08796700000,37.67039900000,1,BART,HRT,"Green, Orange",San Francisco,California,602,Hayward
Hayward Park Caltrain,-122.30960800000,37.55299400000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,603,San Mateo
Hayward Park Caltrain,-122.30933800000,37.55293800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,604,San Mateo
Hazard Center Station,-117.15866935700,32.77002408200,1,San Diego MTS,LRT,Green,San Diego,California,605,San Diego
Hazard Center Station,-117.15778503000,32.77039339500,1,San Diego MTS,LRT,Green,San Diego,California,606,San Diego
Heath St. Station,-71.11055900000,42.32868100000,1,MBTA,LRT,Green-E,Boston,Massachusetts,607,Boston
HIGHLAND,-80.03961200000,40.34841400000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,610,Bethel Park
HIGHLAND,-80.03944700000,40.34829000000,1,PAT,LRT,"Blue, Red",Pittsburgh,Pennsylvania,611,Bethel Park
HILLCREST,-80.02899600000,40.34542100000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,612,Bethel Park
HILLCREST,-80.02865200000,40.34553500000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,613,Bethel Park
Hillsboro Central/SE 3rd TC MAX Station,-122.98559600000,45.52138500000,1,Portland TriMet,LRT,Blue,Portland,Oregon,614,Hillsboro
Hillsboro Central/SE 3rd TC MAX Station,-122.98492600000,45.52135700000,1,Portland TriMet,LRT,Blue,Portland,Oregon,615,Hillsboro
Hillsdale Caltrain,-122.29746100000,37.53781400000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,616,San Mateo
Hillsdale Caltrain,-122.29734900000,37.53786800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,617,San Mateo
Hollywood/NE 42nd Ave TC MAX Station,-122.62136700000,45.53295700000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,618,Portland
Hollywood/NE 42nd Ave TC MAX Station,-122.62070800000,45.53277200000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,619,Portland
HOSTETTER STATION (0),-121.87028961000,37.39564878000,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,620,San Jose
HOSTETTER STATION (1),-121.86962911000,37.39511599000,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,621,San Jose
HOUSTON @ YOUNG - S - MB,-96.80716000000,32.77621000000,1,DART,LRT,"Blue, Red",Dallas-Fort Worth,Texas,622,Dallas
HUNT VALLEY & LT RAIL STAT nb,-76.65374600000,39.49626700000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,623,Cockeysville
HURST/BELL STATION,-97.15575300000,32.80458300000,1,TRE,CR,TRE,Dallas-Fort Worth,Texas,624,Fort Worth
Hynes Convention Center Station,-71.08790300000,42.34788800000,1,MBTA,LRT,"Green-B, C, D",Boston,Massachusetts,625,Boston
Hynes Station,-71.08790300000,42.34788800000,1,MBTA,LRT,"Green-B, C, D",Boston,Massachusetts,626,Boston
I-25 & Broadway Station,-104.99011100000,39.70141800000,1,Denver RTD,LRT,"C, D, E, F, H, W",Denver,Colorado,627,Denver
I-25 & Broadway Station,-104.99007500000,39.70195800000,1,Denver RTD,LRT,"C, D, E, F, H, W",Denver,Colorado,628,Denver
I-880 STATION (0),-121.91711790900,37.41357159400,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,629,Milpitas
I-880 STATION (1),-121.91770005800,37.41312934800,1,VTA,LRT,Alum Rock - Santa Teresa,San Jose,California,630,Milpitas
ILLINOIS TC/STATION,-96.80497800000,32.72327800000,1,DART,LRT,Red,Dallas-Fort Worth,Texas,631,Dallas
INDIAN CREEK STATION,-84.22925500000,33.76921200000,1,MARTA,HRT,East-West,Atlanta,Georgia,632,
INDIAN SCHOOL/CENTRAL LIGHT RAIL STATION,-112.07382900000,33.49623600000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,633,Phoenix
INDIAN SCHOOL/CENTRAL LIGHT RAIL STATION,-112.07372800000,33.49520300000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,634,Phoenix
INMAN PARK-REYNOLDSTOWN STATION,-84.35262000000,33.75731700000,1,MARTA,HRT,"East-West, Proctor Creek",Atlanta,Georgia,635,Atlanta
INT'L DISTRICT,-122.32821700000,47.59766010000,1,Sound Transit,LRT,Link,Seattle,Washington,636,Seattle
INT'L DISTRICT,-122.32782000000,47.59844970000,1,Sound Transit,LRT,Link,Seattle,Washington,637,Seattle
Interstate/Rose Quarter MAX Station,-122.66808500000,45.53035400000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,638,Portland
Interstate/Rose Quarter MAX Station,-122.66758100000,45.53001900000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,639,Portland
INWOOD/LOVE FIELD STATION,-96.83351200000,32.82316600000,1,DART,LRT,"Green, Orange",Dallas-Fort Worth,Texas,640,Dallas
Iris Avenue Station,-117.06703458100,32.56961562100,1,San Diego MTS,LRT,Blue,San Diego,California,641,San Diego
Iris Avenue Station,-117.06702479400,32.56961018900,1,San Diego MTS,LRT,Blue,San Diego,California,642,San Diego
IRVING CONVENTION CENTER STATION,-96.93857400000,32.87695600000,1,DART,LRT,Orange,Dallas-Fort Worth,Texas,643,Irving
Irving St & 2nd Ave,-122.45864300000,37.76444100000,1,Muni,LRT,N - Judah,San Francisco,California,644,San Francisco
Irving St & 4th Ave,-122.46106100000,37.76422600000,1,Muni,LRT,N - Judah,San Francisco,California,645,San Francisco
Irving St & 4th Ave,-122.46082400000,37.76429900000,1,Muni,LRT,N - Judah,San Francisco,California,646,San Francisco
Irving St & 7th Ave,-122.46428200000,37.76409200000,1,Muni,LRT,N - Judah,San Francisco,California,647,San Francisco
Irving St & 7th Ave,-122.46403400000,37.76415500000,1,Muni,LRT,N - Judah,San Francisco,California,648,San Francisco
Irving St & 9th Ave,-122.46616500000,37.76410600000,1,Muni,LRT,N - Judah,San Francisco,California,649,San Francisco
Irving St & Arguello Blvd,-122.45802400000,37.76436600000,1,Muni,LRT,N - Judah,San Francisco,California,650,San Francisco
Jackson Square Station,-71.09959200000,42.32313200000,1,MBTA,HRT,Orange,Boston,Massachusetts,651,Boston
JAPANTOWN / AYER STATION (0),-121.89755917500,37.34555668500,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,652,San Jose
JAPANTOWN / AYER STATION (1),-121.89711590700,37.34496372100,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,653,San Jose
Jeffco Government Center Station,-105.20172800000,39.72664000000,1,Denver RTD,LRT,W,Denver,Colorado,654,Golden
Jefferson St & Powell St,-122.41335700000,37.80859400000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,655,San Francisco
Jefferson St & Taylor St,-122.41551400000,37.80832000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,656,San Francisco
JEFFERSON STREET/1ST AVE LIGHT RAIL STN,-112.07519800000,33.44818800000,1,Valley Metro,LRT,Valley Metro Rail,Phoenix,Arizona,657,Phoenix
JELD-WEN Field MAX Station,-122.68988600000,45.52132100000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,658,Portland
JELD-WEN Field MAX Station,-122.68981600000,45.52183300000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,659,Portland
JESSUP MARC nb,-76.77633200000,39.15152500000,1,MARC,CR,Camden,Baltimore,Maryland,660,Jessup
JFK/UMASS,-71.05239100000,42.32068500000,1,MBTA,HRT,Red,Boston,Massachusetts,661,Boston
JJK CENTER METROLINK STATION,-90.12468600000,38.62335100000,1,Metro Saint Louis,LRT,"Blue, Red",Saint Louis,Illinois,662,East St. Louis
JOHNS HOPKINS STATION (METRO),-76.59410700000,39.29828900000,1,MARC,HRT,Metro,Baltimore,Maryland,663,Baltimore
Jones St & Beach St,-122.41736600000,37.80724800000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,664,San Francisco
Judah St & 12th Ave,-122.46952600000,37.76198800000,1,Muni,LRT,N - Judah,San Francisco,California,665,San Francisco
Judah St & 12th Ave,-122.46932400000,37.76206900000,1,Muni,LRT,N - Judah,San Francisco,California,666,San Francisco
Judah St & 15th Ave,-122.47277700000,37.76184800000,1,Muni,LRT,N - Judah,San Francisco,California,667,San Francisco
Judah St & 16th Ave,-122.47378100000,37.76191300000,1,Muni,LRT,N - Judah,San Francisco,California,668,San Francisco
Judah St & 19th Ave,-122.47719400000,37.76165500000,1,Muni,LRT,N - Judah,San Francisco,California,669,San Francisco
Judah St & 19th Ave,-122.47682500000,37.76174000000,1,Muni,LRT,N - Judah,San Francisco,California,670,San Francisco
Judah St & 22nd Ave,-122.47985500000,37.76153400000,1,Muni,LRT,N - Judah,San Francisco,California,671,San Francisco
Judah St & 23rd Ave,-122.48116400000,37.76154700000,1,Muni,LRT,N - Judah,San Francisco,California,672,San Francisco
Judah St & 25th Ave,-122.48356000000,37.76137300000,1,Muni,LRT,N - Judah,San Francisco,California,673,San Francisco
Judah St & 25th Ave,-122.48330000000,37.76145200000,1,Muni,LRT,N - Judah,San Francisco,California,674,San Francisco
Judah St & 28th Ave,-122.48676300000,37.76123200000,1,Muni,LRT,N - Judah,San Francisco,California,675,San Francisco
Judah St & 28th Ave,-122.48651000000,37.76131000000,1,Muni,LRT,N - Judah,San Francisco,California,676,San Francisco
Judah St & 31st Ave,-122.48971900000,37.76117200000,1,Muni,LRT,N - Judah,San Francisco,California,677,San Francisco
Judah St & 31st Ave,-122.48950000000,37.76110500000,1,Muni,LRT,N - Judah,San Francisco,California,678,San Francisco
Judah St & 34th Ave,-122.49319900000,37.76095500000,1,Muni,LRT,N - Judah,San Francisco,California,679,San Francisco
Judah St & 34th Ave,-122.49293000000,37.76102800000,1,Muni,LRT,N - Judah,San Francisco,California,680,San Francisco
Judah St & 40th Ave,-122.49935900000,37.76074300000,1,Muni,LRT,N - Judah,San Francisco,California,681,San Francisco
Judah St & 40th Ave,-122.49915400000,37.76067900000,1,Muni,LRT,N - Judah,San Francisco,California,682,San Francisco
Judah St & 43rd Ave,-122.50283900000,37.76051800000,1,Muni,LRT,N - Judah,San Francisco,California,683,San Francisco
Judah St & 43rd Ave,-122.50257400000,37.76059800000,1,Muni,LRT,N - Judah,San Francisco,California,684,San Francisco
Judah St & 46th Ave,-122.50606400000,37.76039200000,1,Muni,LRT,N - Judah,San Francisco,California,685,San Francisco
Judah St & 46th Ave,-122.50583200000,37.76049300000,1,Muni,LRT,N - Judah,San Francisco,California,686,San Francisco
Judah St & 9th Ave,-122.46668800000,37.76222700000,1,Muni,LRT,N - Judah,San Francisco,California,687,San Francisco
Judah St & 9th Ave,-122.46631200000,37.76213900000,1,Muni,LRT,N - Judah,San Francisco,California,688,San Francisco
Judah St & Funston Ave,-122.47057200000,37.76195000000,1,Muni,LRT,N - Judah,San Francisco,California,689,San Francisco
Judah St & Funston Ave,-122.47032900000,37.76207500000,1,Muni,LRT,N - Judah,San Francisco,California,690,San Francisco
Judah St & Sunset Blvd,-122.49596400000,37.76082800000,1,Muni,LRT,N - Judah,San Francisco,California,691,San Francisco
Judah St & Sunset Blvd,-122.49556500000,37.76091200000,1,Muni,LRT,N - Judah,San Francisco,California,692,San Francisco
Judah/La Playa/Ocean Beach,-122.50920100000,37.76034800000,1,Muni,LRT,N - Judah,San Francisco,California,693,San Francisco
Judah/La Playa/Ocean Beach,-122.50901100000,37.76036300000,1,Muni,LRT,N - Judah,San Francisco,California,694,San Francisco
Judah/La Playa/Ocean Beach,-122.50877700000,37.76017000000,1,Muni,LRT,N - Judah,San Francisco,California,695,San Francisco
Junipero Serra Blvd & Ocean Ave,-122.47181800000,37.73127100000,1,Muni,LRT,KT - Ingleside/3rd St,San Francisco,California,696,San Francisco
Junipero Serra Blvd & Ocean Ave,-122.47170700000,37.73162800000,1,Muni,LRT,KT - Ingleside/3rd St,San Francisco,California,697,San Francisco
KARINA COURT STATION (0),-121.92040537000,37.37627767800,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,698,San Jose
KARINA COURT STATION (1),-121.91931736100,37.37460910300,1,VTA,LRT,"Mountain View - Winchester, Alum Rock - Santa Teresa",San Jose,California,699,San Jose
Kendall/MIT Station,-71.08617653000,42.36249079000,1,MBTA,HRT,Red,Boston,Massachusetts,700,Cambridge
Kenmore Station,-71.09516900000,42.34894900000,1,MBTA,LRT,"Green-B, C, D",Boston,Massachusetts,701,Boston
KENSINGTON STATION,-84.25224900000,33.77209300000,1,MARTA,HRT,East-West,Atlanta,Georgia,702,
Kent St. Station,-71.11419700000,42.34407400000,1,MBTA,LRT,Green-C,Boston,Massachusetts,703,Brookline
Kenton/N Denver Ave MAX Station,-122.68618800000,45.58402000000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,704,Portland
Kenton/N Denver Ave MAX Station,-122.68566200000,45.58370000000,1,Portland TriMet,LRT,Yellow,Portland,Oregon,705,Portland
KIEST STATION,-96.80109400000,32.70748900000,1,DART,LRT,Red,Dallas-Fort Worth,Texas,706,Dallas
KILLARNEY STATION,-80.00765600000,40.37409800000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,707,Pittsburgh
KILLARNEY STATION,-80.00753200000,40.37402800000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,708,Pittsburgh
KING MEMORIAL STATION,-84.37601100000,33.74946800000,1,MARTA,HRT,"East-West, Proctor Creek",Atlanta,Georgia,709,Atlanta
King St & 2nd St,-122.38987200000,37.77972000000,1,Muni,LRT,"KT - Ingleside/3rd St, N - Judah",San Francisco,California,710,San Francisco
King St & 2nd St,-122.38982400000,37.77962100000,1,Muni,LRT,"KT - Ingleside/3rd St, N - Judah",San Francisco,California,711,San Francisco
King St & 4th St,-122.39436400000,37.77605800000,1,Muni,LRT,N - Judah,San Francisco,California,712,San Francisco
King St & 4th St,-122.39423100000,37.77620700000,1,Muni,LRT,N - Judah,San Francisco,California,713,San Francisco
Kings Hill/SW Salmon St MAX Station,-122.69132000000,45.52020700000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,714,Portland
Kings Hill/SW Salmon St MAX Station,-122.69100500000,45.52059200000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,715,Portland
KINGS SCHOOL ROAD,-80.03345000000,40.30806400000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,716,Bethel Park
KINGS SCHOOL ROAD,-80.03318400000,40.30840200000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,717,Bethel Park
Knox Station,-105.03330300000,39.73568700000,1,Denver RTD,LRT,W,Denver,Colorado,718,Denver
La Mesa Blvd Station,-117.02054966000,32.76506001700,1,San Diego MTS,LRT,Orange,San Diego,California,719,La Mesa
La Mesa Blvd Station,-117.02054303400,32.76504631600,1,San Diego MTS,LRT,Orange,San Diego,California,720,La Mesa
Lafayette,-122.12380100000,37.89339400000,1,BART,HRT,Yellow,San Francisco,California,721,Lafayette
LAKE HIGHLANDS STATION,-96.73037600000,32.87972900000,1,DART,LRT,Blue,Dallas-Fort Worth,Texas,722,Dallas
LAKE JUNE STATION,-96.70959300000,32.73223600000,1,DART,LRT,Green,Dallas-Fort Worth,Texas,723,Dallas
Lake Merritt,-122.26560900000,37.79748400000,1,BART,HRT,"Blue, Green, Orange",San Francisco,California,724,Oakland
Lake St Midtown Sta & Platform,-93.23890700000,44.94836400000,1,Metro Transit,LRT,Blue,Twin Cities,Minnesota,725,Minneapolis
Lake St Midtown Sta & Platform,-93.23883800000,44.94836400000,1,Metro Transit,LRT,Blue,Twin Cities,Minnesota,726,Minneapolis
LAKEWOOD-FT MCPHERSON  STATION,-84.42930000000,33.70061100000,1,MARTA,HRT,"North-South, Northeast-South",Atlanta,Georgia,727,Atlanta
Lamar Station,-105.06687200000,39.73668300000,1,Denver RTD,LRT,W,Denver,Colorado,728,Lakewood
LAMBERT EAST TRML METROLINK STATION,-90.35634100000,38.73639700000,1,Metro Saint Louis,LRT,Red,Saint Louis,Missouri,729,
LAMBERT MAIN TRML METROLINK STATION,-90.36445100000,38.74092000000,1,Metro Saint Louis,LRT,Red,Saint Louis,Missouri,730,
LANCASTER @ KIEST STA - N - NS,-96.80109400000,32.70748900000,1,DART,LRT,Red,Dallas-Fort Worth,Texas,731,Dallas
LAS COLINAS URBAN CENTER STATION,-96.93346900000,32.86957600000,1,DART,LRT,Orange,Dallas-Fort Worth,Texas,732,Irving
LAUREL RACETRACK MARC sb,-76.83441100000,39.10546400000,1,MARC,CR,Camden,Baltimore,Maryland,733,Maryland City
LAWNVIEW STATION,-96.72092500000,32.76556200000,1,DART,LRT,Green,Dallas-Fort Worth,Texas,734,Dallas
Lawrence Caltrain,-121.99713500000,37.37048400000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,735,Sunnyvale
Lawrence Caltrain,-121.99711400000,37.37059800000,1,Caltrain,CR,Caltrain,"San Francisco, San Jose",California,736,Sunnyvale
LBJ / CENTRAL STATION,-96.75162500000,32.91870100000,1,DART,LRT,"Orange, Red",Dallas-Fort Worth,Texas,737,Dallas
LBJ / SKILLMAN STATION,-96.71182300000,32.89779600000,1,DART,LRT,Blue,Dallas-Fort Worth,Texas,738,Dallas
Lechmere Station,-71.07653600000,42.37077200000,1,MBTA,LRT,"Green-B, C, D, E",Boston,Massachusetts,739,Cambridge
LEDBETTER STATION,-96.78859700000,32.68329600000,1,DART,LRT,Red,Dallas-Fort Worth,Texas,740,Dallas
Lemon Grove Depot,-117.03074026400,32.74328015600,1,San Diego MTS,LRT,Orange,San Diego,California,741,Lemon Grove
Lemon Grove Depot,-117.03073405200,32.74331317700,1,San Diego MTS,LRT,Orange,San Diego,California,742,Lemon Grove
LENOX STATION,-84.35785400000,33.84513700000,1,MARTA,HRT,Northeast-South,Atlanta,Georgia,743,Atlanta
Lents/SE Foster Rd MAX Station,-122.56687100000,45.48018800000,1,Portland TriMet,LRT,Green,Portland,Oregon,744,Portland
Lents/SE Foster Rd MAX Station,-122.56674500000,45.48068600000,1,Portland TriMet,LRT,Green,Portland,Oregon,745,Portland
LEXINGTON MARKET (METRO) nb,-76.62091400000,39.29173000000,1,MARC,HRT,Metro,Baltimore,Maryland,746,Baltimore
LEXINGTON ST & LIGHT RAIL STAT nb,-76.61968600000,39.29197500000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,747,Baltimore
LIBRARY STATION,-80.02089700000,40.28700800000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,748,South Park Township
Library/SW 9th Ave MAX Station,-122.68162000000,45.51916000000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,749,Portland
LICK MILL STATION (0),-121.96367889000,37.40761629700,1,VTA,LRT,Mountain View - Winchester,San Jose,California,750,Santa Clara
LICK MILL STATION (1),-121.96292465600,37.40779521600,1,VTA,LRT,Mountain View - Winchester,San Jose,California,751,Santa Clara
Lincoln Station,-104.86963000000,39.54579000000,1,Denver RTD,LRT,"E, F",Denver,Colorado,752,Lone Tree
LINDBERGH CENTER STATION,-84.36927000000,33.82361700000,1,MARTA,HRT,"North-South, Northeast-South",Atlanta,Georgia,753,Atlanta
LINK LIGHT RAIL & TUKWILA STATION,-122.28839900000,47.46427150000,1,Sound Transit,LRT,Link,Seattle,Washington,754,Tukwila
LINTHICUM LT RAIL nb,-76.65504700000,39.20226100000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,755,Linthicum
Littleton / Downtown Station,-105.01506500000,39.61176100000,1,Denver RTD,LRT,"C, D",Denver,Colorado,756,Littleton
Littleton / Downtown Station,-105.01468400000,39.61225800000,1,Denver RTD,LRT,"C, D",Denver,Colorado,757,Littleton
Littleton / Mineral Ave Station,-105.02520200000,39.57986500000,1,Denver RTD,LRT,"C, D",Denver,Colorado,758,Littleton
Littleton / Mineral Ave Station,-105.02481200000,39.58041300000,1,Denver RTD,LRT,"C, D",Denver,Colorado,759,Littleton
Lloyd Center/NE 11th Ave MAX Station,-122.65433500000,45.53014600000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,760,Portland
Lloyd Center/NE 11th Ave MAX Station,-122.65363800000,45.53006700000,1,Portland TriMet,LRT,"Blue, Green, Red",Portland,Oregon,761,Portland
LOCKHEED MARTIN STATION (0),-122.02713232400,37.40940353500,1,VTA,LRT,Mountain View - Winchester,San Jose,California,762,Sunnyvale
LOCKHEED MARTIN STATION (1),-122.02689134300,37.41004799200,1,VTA,LRT,Mountain View - Winchester,San Jose,California,763,Sunnyvale
LOGAN ROAD,-80.03351000000,40.31136000000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,764,Bethel Park
LOGAN ROAD,-80.03304800000,40.31158200000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,765,Bethel Park
Longwood Medical Area Station,-71.10005200000,42.33596000000,1,MBTA,LRT,Green-E,Boston,Massachusetts,766,Boston
Longwood Station,-71.11045100000,42.34114500000,1,MBTA,LRT,Green-D,Boston,Massachusetts,767,Boston
Louisiana Station,-104.97821600000,39.69282500000,1,Denver RTD,LRT,"E, F, H",Denver,Colorado,768,Denver
LOVERS LANE STATION,-96.77151100000,32.84915700000,1,DART,LRT,"Orange, Red",Dallas-Fort Worth,Texas,769,Dallas
LUTHERVILLE & LT RAIL STAT nb,-76.62708900000,39.42955100000,1,MARC,LRT,"Hunt Valley to BWI-Marshall, Cromwell Station/Glen Burnie",Baltimore,Maryland,770,Timonium
LYTLE STATION,-80.03100400000,40.33326900000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,771,Bethel Park
LYTLE STATION,-80.03095800000,40.33341800000,1,PAT,LRT,Blue,Pittsburgh,Pennsylvania,772,Bethel Park
MacArthur,-122.26722700000,37.82841500000,1,BART,HRT,"Orange, Red, Yellow",San Francisco,California,773,Oakland
Malden Station,-71.07411000000,42.42663200000,1,MBTA,HRT,Orange,Boston,Massachusetts,776,Malden
Mall/SW 4th Ave MAX Station,-122.67708800000,45.51794200000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,777,Portland
Mall/SW 5th Ave MAX Station,-122.67740200000,45.51870100000,1,Portland TriMet,LRT,"Blue, Red",Portland,Oregon,778,Portland
MAPLEWOOD METROLINK STATION,-90.33131400000,38.61402300000,1,Metro Saint Louis,LRT,Blue,Saint Louis,Missouri,779,Maplewood
MARKET CENTER STATION,-96.82334800000,32.80475100000,1,DART,LRT,"Green, Orange",Dallas-Fort Worth,Texas,780,Dallas
Market St & 1st St,-122.39919500000,37.79094000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,781,San Francisco
Market St & 2nd St,-122.40130600000,37.78935300000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,782,San Francisco
Market St & 3rd St,-122.40351900000,37.78752500000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,783,San Francisco
Market St & 4th St,-122.40589300000,37.78565200000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,784,San Francisco
Market St & 5th  St,-122.40799200000,37.78408200000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,785,San Francisco
Market St & 5th St,-122.40814100000,37.78388600000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,786,San Francisco
Market St & 6th St,-122.41040000000,37.78210200000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,787,San Francisco
Market St & 7th St,-122.41261300000,37.78036300000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,788,San Francisco
Market St & 7th St,-122.41244100000,37.78056800000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,789,San Francisco
Market St & 8th St,-122.41482600000,37.77860600000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,790,San Francisco
Market St & 9th St,-122.41634000000,37.77741000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,791,San Francisco
Market St & Battery St,-122.39906900000,37.79111000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,792,San Francisco
Market St & Buchanan St,-122.42614900000,37.76978600000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,793,San Francisco
Market St & Church St,-122.42915000000,37.76725900000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,794,San Francisco
Market St & Church St,-122.42862800000,37.76782900000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,795,San Francisco
Market St & Dolores St,-122.42710300000,37.76888000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,796,San Francisco
Market St & Drumm St,-122.39617800000,37.79347300000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,797,San Francisco
Market St & Gough St,-122.42199100000,37.77287500000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,798,San Francisco
Market St & Gough St,-122.42176800000,37.77326900000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,799,San Francisco
Market St & Guerrero St,-122.42497100000,37.77057000000,1,F-Market,Streetcar,F - Market & Wharves,San Francisco,California,800,San Francisco
